@relation adult.data

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute class {' <=50K',' >50K'}

@data
60,' Private',232618,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,35,' United-States',' >50K'
20,' Private',231286,' Some-college',10,' Never-married',' Handlers-cleaners',' Not-in-family',' Black',' Male',0,0,15,' United-States',' <=50K'
31,' State-gov',29152,' 12th',8,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
53,' Private',218311,' HS-grad',9,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
17,' Private',158704,' 10th',6,' Never-married',' Sales',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
40,' Private',210013,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
44,' Private',139907,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
43,' Local-gov',293535,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',0,0,40,' United-States',' >50K'
21,' Private',185357,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
27,' Private',193898,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
49,' Private',233639,' 11th',7,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
30,' Private',181992,' Some-college',10,' Never-married',' Sales',' Not-in-family',' Black',' Female',0,0,35,' United-States',' <=50K'
36,' Private',247750,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male',0,0,45,' United-States',' <=50K'
57,' Private',308861,' Some-college',10,' Separated',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
25,' Private',104662,' HS-grad',9,' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,22,' United-States',' <=50K'
24,' Private',235894,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
54,' ?',133963,' HS-grad',9,' Widowed',' ?',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
43,' Private',235556,' Some-college',10,' Married-spouse-absent',' Sales',' Not-in-family',' White',' Male',0,0,45,' Mexico',' <=50K'
32,' Private',209184,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' Other',' Male',0,0,40,' Puerto-Rico',' <=50K'
33,' Private',119913,' Assoc-voc',11,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
43,' Private',222971,' 5th-6th',3,' Never-married',' Machine-op-inspct',' Unmarried',' White',' Female',0,0,40,' Mexico',' <=50K'
27,' Private',199314,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' Poland',' <=50K'
34,' Private',198183,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
62,' State-gov',39630,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
55,' Private',80445,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
62,' Private',178745,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
37,' Private',186035,' Assoc-acdm',12,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
26,' Private',183171,' 11th',7,' Never-married',' Other-service',' Own-child',' Black',' Male',1055,0,32,' United-States',' <=50K'
35,' Private',359131,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',7298,0,8,' ?',' >50K'
52,' Local-gov',146565,' Assoc-acdm',12,' Divorced',' Other-service',' Not-in-family',' White',' Female',4865,0,30,' United-States',' <=50K'
50,' Private',337606,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,1485,40,' United-States',' <=50K'
29,' Private',75648,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
45,' Self-emp-not-inc',204205,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,65,' United-States',' <=50K'
39,' Private',370585,' HS-grad',9,' Separated',' Machine-op-inspct',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
35,' Private',112160,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',218667,' 5th-6th',3,' Married-civ-spouse',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
44,' Local-gov',107845,' Assoc-acdm',12,' Divorced',' Protective-serv',' Not-in-family',' White',' Female',0,0,56,' United-States',' >50K'
34,' Self-emp-not-inc',152109,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
