@relation 'adult.data-weka.filters.unsupervised.attribute.Remove-V-R11-12,6,8,10,15_clustered'

@attribute Instance_number numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute sex {' Male',' Female'}
@attribute class {' <=50K',' >50K'}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
4472,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
4473,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4474,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4475,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4476,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4477,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4478,7430,0,' Divorced',' Unmarried',' Female',' >50K',cluster1
4479,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
4480,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4481,0,1741,' Never-married',' Not-in-family',' Male',' <=50K',cluster0
4482,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
4483,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4484,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
4485,0,0,' Married-spouse-absent',' Unmarried',' Female',' <=50K',cluster0
4486,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4487,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4488,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4489,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
4490,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4491,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4492,15024,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
4493,0,0,' Divorced',' Own-child',' Female',' <=50K',cluster0
4494,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4495,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4496,5013,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4497,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4498,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4499,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4500,6849,0,' Separated',' Not-in-family',' Female',' <=50K',cluster1
4501,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4502,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4503,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4504,0,625,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4505,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4506,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4507,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4508,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4509,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4510,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4511,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4512,0,0,' Married-civ-spouse',' Other-relative',' Male',' <=50K',cluster0
4513,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4514,0,0,' Divorced',' Other-relative',' Female',' <=50K',cluster0
4515,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4516,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4517,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4518,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4519,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4520,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4521,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4522,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4523,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4524,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4525,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4526,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
4527,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4528,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4529,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4530,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
4531,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4532,0,0,' Divorced',' Own-child',' Female',' <=50K',cluster0
4533,8614,0,' Never-married',' Own-child',' Male',' >50K',cluster1
4534,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4535,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4536,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4537,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4538,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4539,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4540,7688,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
4541,0,0,' Divorced',' Other-relative',' Female',' <=50K',cluster0
4542,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4543,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4544,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4545,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
4546,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4547,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4548,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
4549,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4550,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4551,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4552,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4553,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4554,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4555,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4556,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
4557,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4558,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4559,0,2415,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
4560,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4561,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4562,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
4563,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4564,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
4565,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4566,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4567,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4568,34095,0,' Never-married',' Own-child',' Male',' <=50K',cluster2
4569,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4570,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
4571,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
4572,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4573,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
4574,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4575,15024,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
4576,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
4577,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4578,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
4579,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4580,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4581,6497,0,' Divorced',' Unmarried',' Male',' <=50K',cluster1
4582,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4583,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4584,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4585,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4586,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4587,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
4588,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
4589,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4590,4064,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4591,0,0,' Separated',' Own-child',' Male',' <=50K',cluster0
4592,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
4593,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4594,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4595,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4596,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4597,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4598,0,0,' Married-spouse-absent',' Not-in-family',' Female',' <=50K',cluster0
4599,7298,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4600,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4601,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
4602,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
4603,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4604,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
4605,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4606,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
4607,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
4608,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
4609,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
4610,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4611,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4612,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4613,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4614,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4615,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4616,3674,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster1
4617,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
4618,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4619,0,0,' Divorced',' Other-relative',' Male',' <=50K',cluster0
4620,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4621,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4622,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4623,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4624,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
4625,99999,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
4626,0,0,' Separated',' Own-child',' Male',' <=50K',cluster0
4627,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4628,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4629,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
4630,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4631,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4632,0,1485,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
4633,0,0,' Married-spouse-absent',' Unmarried',' Female',' <=50K',cluster0
4634,3137,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4635,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4636,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4637,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4638,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
4639,14084,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
4640,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4641,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4642,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
4643,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
4644,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4645,5178,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4646,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4647,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4648,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4649,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
4650,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4651,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4652,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4653,5013,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4654,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4655,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4656,99999,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
4657,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4658,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4659,7298,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4660,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4661,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4662,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4663,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
4664,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4665,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4666,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4667,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4668,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4669,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4670,7298,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4671,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4672,6849,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster1
4673,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4674,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4675,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4676,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4677,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4678,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4679,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
4680,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4681,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4682,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4683,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4684,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4685,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
4686,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4687,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
4688,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4689,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4690,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4691,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4692,0,0,' Divorced',' Not-in-family',' Female',' >50K',cluster0
4693,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4694,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4695,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4696,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4697,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
4698,0,0,' Married-spouse-absent',' Not-in-family',' Male',' <=50K',cluster0
4699,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4700,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
4701,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4702,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4703,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
4704,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
4705,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4706,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4707,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4708,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4709,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4710,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
4711,3908,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4712,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4713,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
4714,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4715,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4716,114,0,' Never-married',' Unmarried',' Female',' <=50K',cluster1
4717,0,1848,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
4718,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
4719,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
4720,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
4721,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4722,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4723,2407,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4724,3137,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4725,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
4726,0,1579,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
4727,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4728,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
4729,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
4730,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4731,0,0,' Divorced',' Other-relative',' Male',' <=50K',cluster0
4732,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
4733,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
4734,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
4735,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4736,7298,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4737,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
4738,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4739,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4740,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
4741,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
4742,0,1887,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
4743,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4744,4650,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
4745,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
4746,8614,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
4747,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4748,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
4749,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
4750,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4751,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4752,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4753,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
4754,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
4755,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4756,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4757,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
4758,14344,0,' Never-married',' Unmarried',' Male',' >50K',cluster1
4759,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
4760,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
4761,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
